Parameter,Likelihood,Std_Error
11.8,20.514979568965487,9.383558812687012
11.9,20.3986997762799,8.230080300150647
12.0,21.870396570423708,7.965923662442209
12.1,25.95467211849972,6.362322001926484
12.2,26.95018233409651,4.897770427225952
12.3,27.81017477789156,5.139145975827802
12.4,28.804090678849136,5.872175295126348
12.5,29.693148953728123,2.913171336450249
12.6,31.18239052864318,2.261432681059042
12.7,31.609203172491497,1.6752952044756644
12.8,32.11394343085003,1.7575268728264632
12.9,32.33139049946463,1.6414131327113712
13.0,33.01712983803676,1.904185849413029
13.1,33.660824891439496,0.8635322178774643
13.2,34.05770341493613,0.7295001902879156
13.3,34.229132223549115,0.923934033031042
13.4,34.73032691902734,0.7203420923466475
13.5,35.02037018147887,0.6055285380206813
13.6,35.24953428959005,0.5475509942079092
13.7,35.670226102245266,0.45150223494033775
13.8,36.02616185672723,0.5011447841210559
13.9,36.21898286031208,0.4329922070326384
14.0,36.568779983751114,0.34453622787195504
14.1,36.790849104621714,0.42227528007472054
14.2,37.12518475445412,0.36522388081797713
14.3,37.336063750251526,0.3576640591719662
14.4,37.58756106303059,0.30911539076864547
14.5,37.85904480418902,0.30219099701364893
14.6,38.043710610929814,0.30306448478201836
14.7,38.18925448989753,0.295051774728061
14.8,38.45470201142155,0.25811119804730787
14.9,38.62658849592051,0.22058482311592595
15.0,38.843416268215144,0.26889145559575117
15.1,39.11184555302377,0.21191573696091065
15.2,39.13057939723697,0.21539310997255234
15.3,39.330051499223735,0.2053194528051729
15.4,39.52193312315799,0.22012176687884807
15.5,39.67360561047213,0.22094991696300678
15.6,39.827216158136174,0.17241343913540824
15.7,39.98776223903221,0.1680674116937479
15.8,40.11769017732504,0.22564130572301466
15.9,40.28807290796123,0.13468917176761983
16.0,40.37811000021185,0.17999026432929685
16.1,40.50877487361308,0.1816471239920942
16.2,40.62409974841264,0.19386308119344547
16.3,40.71757100173765,0.1948339151952941
16.4,40.83560466102684,0.16647212512114112
16.5,40.91474491434107,0.16961824874094955
16.6,40.9847662821352,0.14590911336374945
16.7,41.122772665524145,0.15819327073993272
16.8,41.20258586490062,0.11978199279014341
16.9,41.26232929633037,0.1424708188836281
17.0,41.32757130529401,0.1222028783190038
17.1,41.40747377445632,0.1413180683795594
17.2,41.48234845599512,0.1499558867920247
17.3,41.54733847286333,0.13958999912253467
17.4,41.56311197081355,0.14085435834743254
17.5,41.629363476913966,0.13253186907181322
17.6,41.68488577793496,0.12431087803847772
17.7,41.727096873931714,0.14081653734413102
17.8,41.73393009484205,0.12782228511479943
17.9,41.76464548034621,0.15593867588307686
18.0,41.79905961885521,0.15109298602640894
18.1,41.84982752092599,0.15973778376298178
18.2,41.90298227704416,0.12403722623111321
18.3,41.88578308981964,0.17052967193230298
18.4,41.904969081354565,0.13163300966871566
18.5,41.904367026829114,0.12787251393630522
18.6,41.92822209662916,0.13612916338999168
18.7,41.9464838770413,0.10422745494068886
18.8,41.92499699402969,0.12602694128603775
18.9,41.92323215330644,0.15130121411276665
19.0,41.89277595168911,0.14916842043358203
19.1,41.85693938369244,0.13369280086919494
19.2,41.864189155889555,0.15511412044022763
19.3,41.85722362274704,0.14337808421758338
19.4,41.862951268292655,0.1635000344043224
19.5,41.802402997871006,0.16876226020607982
19.6,41.776794460030594,0.16717544756239636
19.7,41.737571134394095,0.1456394579149737
19.8,41.74689327899172,0.18183533832005666
19.9,41.63917009366147,0.18861173215935995
20.0,41.63928416028294,0.1995941813107463
20.1,41.615855486543005,0.16661689617634726
20.2,41.55872369309441,0.17074717150072927
20.3,41.46671340468998,0.16054875859915776
20.4,41.44513543300158,0.2069914751121576
20.5,41.398864980321356,0.16620376301165302
20.6,41.33791706821826,0.2179117629877876
20.7,41.29411827723304,0.19443768636161407
20.8,41.20695408946804,0.21498427105429044
20.9,41.16839031935797,0.2150492129897149
21.0,41.12158322179731,0.24725564195112304
21.1,41.01937220530401,0.21309190243989182
21.2,40.93053225448893,0.2564143508839497
21.3,40.892769951148374,0.1974625138708538
21.4,40.773667452816134,0.22490362550095724
21.5,40.71160649962494,0.23359915116647115
21.6,40.630027632442264,0.23777636304748
21.7,40.55112291272631,0.26402836666587204
21.8,40.44230803717638,0.23949902860072203
21.9,40.40479499093444,0.27225508812296967
22.0,40.272539810267354,0.2858342620279976
